Sbicolor_Sobic.K018200.1.p	8b619509056fd0c56ea81f7bf4b0b85b	1031	SUPERFAMILY	SSF52540		166	428	2.3E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sbicolor_Sobic.K018200.1.p	8b619509056fd0c56ea81f7bf4b0b85b	1031	Coils	Coil		30	50	-	T	31-05-2017
Hvulgare_MLOC_12169.1	03a1157d1dd50661862ca497d7541a47	1022	SUPERFAMILY	SSF52058		547	938	2.55E-23	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_12169.1	03a1157d1dd50661862ca497d7541a47	1022	SUPERFAMILY	SSF52540		207	482	4.5E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_12169.1	03a1157d1dd50661862ca497d7541a47	1022	Pfam	PF00931	NB-ARC domain	230	509	2.7E-53	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_12169.1	03a1157d1dd50661862ca497d7541a47	1022	Coils	Coil		86	106	-	T	31-05-2017
Taestivum_TRIAE_CS42_7DS_TGACv1_624230_AA2059910.1	36e492cfe2a7dcfb38846c90a706e31b	1294	SUPERFAMILY	SSF52540		381	641	1.7E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7DS_TGACv1_624230_AA2059910.1	36e492cfe2a7dcfb38846c90a706e31b	1294	SUPERFAMILY	SSF52833		20	112	8.39E-11	T	31-05-2017	IPR012336	Thioredoxin-like fold
Taestivum_TRIAE_CS42_7DS_TGACv1_624230_AA2059910.1	36e492cfe2a7dcfb38846c90a706e31b	1294	ProSiteProfiles	PS51354	Glutaredoxin domain profile.	9	116	13.413	T	31-05-2017	IPR002109	Glutaredoxin
Taestivum_TRIAE_CS42_7DS_TGACv1_624230_AA2059910.1	36e492cfe2a7dcfb38846c90a706e31b	1294	Coils	Coil		1149	1149	-	T	31-05-2017
Taestivum_TRIAE_CS42_7DS_TGACv1_624230_AA2059910.1	36e492cfe2a7dcfb38846c90a706e31b	1294	SUPERFAMILY	SSF52058		754	928	1.53E-9	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DS_TGACv1_624230_AA2059910.1	36e492cfe2a7dcfb38846c90a706e31b	1294	SUPERFAMILY	SSF52058		974	1063	1.53E-9	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DS_TGACv1_624230_AA2059910.1	36e492cfe2a7dcfb38846c90a706e31b	1294	Pfam	PF00931	NB-ARC domain	384	669	3.5E-52	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2DS_TGACv1_179059_AA0604030.1	1f10081c33c5e617e1abe5a738dc8768	767	SUPERFAMILY	SSF52540		134	382	5.4E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_2DS_TGACv1_179059_AA0604030.1	1f10081c33c5e617e1abe5a738dc8768	767	SUPERFAMILY	SSF52058		449	761	3.57E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2DS_TGACv1_179059_AA0604030.1	1f10081c33c5e617e1abe5a738dc8768	767	Pfam	PF00931	NB-ARC domain	133	407	4.8E-52	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_54234.1	e54ef0763e27292a7bdbdba5fb626be6	1145	SUPERFAMILY	SSF52047		614	859	2.12E-17	T	31-05-2017
Hvulgare_MLOC_54234.1	e54ef0763e27292a7bdbdba5fb626be6	1145	Coils	Coil		742	762	-	T	31-05-2017
Hvulgare_MLOC_54234.1	e54ef0763e27292a7bdbdba5fb626be6	1145	SUPERFAMILY	SSF52540		174	435	9.52E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_54234.1	e54ef0763e27292a7bdbdba5fb626be6	1145	Pfam	PF00931	NB-ARC domain	180	463	2.6E-50	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_3DL_TGACv1_250453_AA0868480.1	1891008a5ecafc74431a5d8300a3c91f	1014	Pfam	PF00931	NB-ARC domain	269	536	1.7E-49	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_3DL_TGACv1_250453_AA0868480.1	1891008a5ecafc74431a5d8300a3c91f	1014	SUPERFAMILY	SSF52540		247	510	5.74E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_3DL_TGACv1_250453_AA0868480.1	1891008a5ecafc74431a5d8300a3c91f	1014	SUPERFAMILY	SSF52058		559	954	1.7E-11	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	3908988f5ec146e475ee2b7263ffb149	1181	SUPERFAMILY	SSF52058		697	1068	8.16E-10	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	3908988f5ec146e475ee2b7263ffb149	1181	Coils	Coil		216	236	-	T	31-05-2017
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	3908988f5ec146e475ee2b7263ffb149	1181	Pfam	PF00931	NB-ARC domain	394	673	7.7E-51	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	3908988f5ec146e475ee2b7263ffb149	1181	SUPERFAMILY	SSF52540		388	645	2.85E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	3908988f5ec146e475ee2b7263ffb149	1181	SUPERFAMILY	SSF52833		43	117	8.44E-10	T	31-05-2017	IPR012336	Thioredoxin-like fold
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	3908988f5ec146e475ee2b7263ffb149	1181	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	780	801	-	T	31-05-2017	IPR007087	Zinc finger, C2H2
Taestivum_TRIAE_CS42_4AL_TGACv1_288585_AA0952960.1	3908988f5ec146e475ee2b7263ffb149	1181	ProSiteProfiles	PS51354	Glutaredoxin domain profile.	15	120	13.248	T	31-05-2017	IPR002109	Glutaredoxin
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	SUPERFAMILY	SSF101936		1153	1251	3.66E-11	T	31-05-2017	IPR015300	DNA-binding pseudobarrel domain
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	Pfam	PF02362	B3 DNA binding domain	1047	1148	4.2E-19	T	31-05-2017	IPR003340	B3 DNA binding domain
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	SUPERFAMILY	SSF52540		207	471	6.45E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	Pfam	PF00931	NB-ARC domain	228	498	3.0E-47	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	ProSiteProfiles	PS50863	B3 DNA-binding domain profile.	1047	1152	12.746	T	31-05-2017	IPR003340	B3 DNA binding domain
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	SUPERFAMILY	SSF52058		541	910	7.48E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	ProSiteProfiles	PS50863	B3 DNA-binding domain profile.	1198	1258	6.964	T	31-05-2017	IPR003340	B3 DNA binding domain
Hvulgare_MLOC_64708.1	cd8fa0a5b70134ebcb40f9c834b71281	1279	SUPERFAMILY	SSF101936		1043	1137	9.55E-22	T	31-05-2017	IPR015300	DNA-binding pseudobarrel domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	SUPERFAMILY	SSF52058		880	1239	3.37E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	Pfam	PF11900	Domain of unknown function (DUF3420)	1508	1551	1.2E-12	T	31-05-2017	IPR024228	Regulatory protein NPR, central domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	SUPERFAMILY	SSF46689		12	110	2.26E-28	T	31-05-2017	IPR009057	Homeodomain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	ProSiteProfiles	PS50097	BTB domain profile.	1357	1416	11.357	T	31-05-2017	IPR000210	BTB/POZ domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	Coils	Coil		359	379	-	T	31-05-2017
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	Pfam	PF00931	NB-ARC domain	533	815	1.4E-48	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	Pfam	PF12313	NPR1/NIM1 like defence protein C terminal	1651	1838	4.6E-68	T	31-05-2017	IPR021094	NPR1/NIM1-like, C-terminal
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	SUPERFAMILY	SSF48403		1554	1652	2.64E-13	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	Pfam	PF12796	Ankyrin repeats (3 copies)	1556	1635	3.8E-7	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	SUPERFAMILY	SSF52540		515	788	6.82E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	Pfam	PF00249	Myb-like DNA-binding domain	69	113	7.5E-12	T	31-05-2017	IPR001005	SANT/Myb domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	Pfam	PF00249	Myb-like DNA-binding domain	15	63	1.8E-17	T	31-05-2017	IPR001005	SANT/Myb domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	ProSiteProfiles	PS51294	Myb-type HTH DNA-binding domain profile.	10	67	24.936	T	31-05-2017	IPR017930	Myb domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	ProSiteProfiles	PS51294	Myb-type HTH DNA-binding domain profile.	68	118	17.15	T	31-05-2017	IPR017930	Myb domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288580_AA0952690.1	b95fa0ffce7b9361675c63f02e8f33d0	1845	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	1575	1650	14.398	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1186	1212	-	T	31-05-2017	IPR017441	Protein kinase, ATP binding site
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	Pfam	PF00931	NB-ARC domain	247	516	3.6E-48	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	SUPERFAMILY	SSF47473		1471	1620	4.05E-16	T	31-05-2017	IPR011992	EF-hand domain pair
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	Pfam	PF00069	Protein kinase domain	1180	1442	5.2E-68	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	SUPERFAMILY	SSF52058		554	939	5.78E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	SUPERFAMILY	SSF56112		1179	1470	8.36E-80	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	ProSiteProfiles	PS50011	Protein kinase domain profile.	1180	1442	50.082	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	1559	1594	9.241	T	31-05-2017	IPR002048	EF-hand domain
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	1498	1517	6.005	T	31-05-2017	IPR002048	EF-hand domain
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	SUPERFAMILY	SSF52540		221	488	4.04E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_289395_AA0970060.2	f8e8e8e7199720f7597224830f3a90f9	1639	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1304	1316	-	T	31-05-2017	IPR008271	Serine/threonine-protein kinase, active site
Sitalica_Si025833m	5f481047c05dc55a0a3366ed7ca523c9	1169	ProSiteProfiles	PS51005	NAC domain profile.	11	171	45.451	T	31-05-2017	IPR003441	NAC domain
Sitalica_Si025833m	5f481047c05dc55a0a3366ed7ca523c9	1169	SUPERFAMILY	SSF52058		732	1133	4.42E-23	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Sitalica_Si025833m	5f481047c05dc55a0a3366ed7ca523c9	1169	SUPERFAMILY	SSF52540		418	669	4.73E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sitalica_Si025833m	5f481047c05dc55a0a3366ed7ca523c9	1169	Pfam	PF00931	NB-ARC domain	419	696	3.3E-46	T	31-05-2017	IPR002182	NB-ARC
Sitalica_Si025833m	5f481047c05dc55a0a3366ed7ca523c9	1169	SUPERFAMILY	SSF101941		8	170	4.84E-42	T	31-05-2017	IPR003441	NAC domain
Sitalica_Si025833m	5f481047c05dc55a0a3366ed7ca523c9	1169	Pfam	PF02365	No apical meristem (NAM) protein	12	142	7.0E-20	T	31-05-2017	IPR003441	NAC domain
Sitalica_Si028373m	a1517d904af38f40cb1163192601cc47	857	SUPERFAMILY	SSF52058		471	812	3.23E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Sitalica_Si028373m	a1517d904af38f40cb1163192601cc47	857	Pfam	PF00931	NB-ARC domain	155	408	4.6E-37	T	31-05-2017	IPR002182	NB-ARC
Sitalica_Si028373m	a1517d904af38f40cb1163192601cc47	857	SUPERFAMILY	SSF52540		128	381	3.55E-42	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_5DL_TGACv1_436351_AA1460220.1	46ad94ef54a64a423e45864e27403665	1462	Pfam	PF03514	GRAS domain family	1092	1461	1.4E-130	T	31-05-2017	IPR005202	Transcription factor GRAS
Taestivum_TRIAE_CS42_5DL_TGACv1_436351_AA1460220.1	46ad94ef54a64a423e45864e27403665	1462	SUPERFAMILY	SSF52058		656	1031	4.93E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_5DL_TGACv1_436351_AA1460220.1	46ad94ef54a64a423e45864e27403665	1462	Pfam	PF00931	NB-ARC domain	337	617	4.5E-51	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_5DL_TGACv1_436351_AA1460220.1	46ad94ef54a64a423e45864e27403665	1462	SUPERFAMILY	SSF52540		335	591	3.5E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_5DL_TGACv1_436351_AA1460220.1	46ad94ef54a64a423e45864e27403665	1462	ProSiteProfiles	PS50985	GRAS family profile.	1066	1443	68.504	T	31-05-2017	IPR005202	Transcription factor GRAS
Taestivum_TRIAE_CS42_2AL_TGACv1_094333_AA0295940.1	87ce1f941fb1fc925ff2288c85c5929c	844	Coils	Coil		708	728	-	T	31-05-2017
Taestivum_TRIAE_CS42_2AL_TGACv1_094333_AA0295940.1	87ce1f941fb1fc925ff2288c85c5929c	844	SUPERFAMILY	SSF52058		496	817	3.09E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2AL_TGACv1_094333_AA0295940.1	87ce1f941fb1fc925ff2288c85c5929c	844	Pfam	PF00931	NB-ARC domain	184	456	3.3E-45	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2AL_TGACv1_094333_AA0295940.1	87ce1f941fb1fc925ff2288c85c5929c	844	SUPERFAMILY	SSF52540		173	431	1.71E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	ProSiteProfiles	PS50811	WRKY domain profile.	1186	1249	20.576	T	31-05-2017	IPR003657	WRKY domain
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	Pfam	PF03106	WRKY DNA -binding domain	1192	1251	4.8E-23	T	31-05-2017	IPR003657	WRKY domain
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	Pfam	PF03106	WRKY DNA -binding domain	1077	1136	7.1E-20	T	31-05-2017	IPR003657	WRKY domain
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	SUPERFAMILY	SSF118290		1184	1252	5.23E-22	T	31-05-2017	IPR003657	WRKY domain
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	SUPERFAMILY	SSF118290		1070	1136	1.83E-20	T	31-05-2017	IPR003657	WRKY domain
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	ProSiteProfiles	PS50811	WRKY domain profile.	1071	1134	19.921	T	31-05-2017	IPR003657	WRKY domain
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	SUPERFAMILY	SSF52058		502	869	1.0E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	Pfam	PF00931	NB-ARC domain	183	463	1.3E-55	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_74974.5	78822b4d27bcd711aece8c650685b701	1376	SUPERFAMILY	SSF52540		162	437	4.32E-54	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_1DL_TGACv1_061102_AA0185320.1	c5f762115e28019938258a82189402fd	1413	Pfam	PF00931	NB-ARC domain	235	516	5.1E-48	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_1DL_TGACv1_061102_AA0185320.1	c5f762115e28019938258a82189402fd	1413	SUPERFAMILY	SSF56112		1084	1309	6.98E-28	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_1DL_TGACv1_061102_AA0185320.1	c5f762115e28019938258a82189402fd	1413	SUPERFAMILY	SSF52540		216	490	2.58E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_1DL_TGACv1_061102_AA0185320.1	c5f762115e28019938258a82189402fd	1413	ProSiteProfiles	PS50011	Protein kinase domain profile.	1055	1413	10.591	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_1DL_TGACv1_061102_AA0185320.1	c5f762115e28019938258a82189402fd	1413	SUPERFAMILY	SSF52058		555	943	1.87E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_1DL_TGACv1_061102_AA0185320.1	c5f762115e28019938258a82189402fd	1413	Pfam	PF07714	Protein tyrosine kinase	1133	1239	3.8E-11	T	31-05-2017	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
Atauschii_EMT14948	2e8acf4cd4e1f5a75631fb6c786571c0	1208	SUPERFAMILY	SSF52540		148	396	2.7E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT14948	2e8acf4cd4e1f5a75631fb6c786571c0	1208	Pfam	PF00931	NB-ARC domain	147	421	5.4E-51	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT14948	2e8acf4cd4e1f5a75631fb6c786571c0	1208	SUPERFAMILY	SSF52058		461	775	2.04E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT28893	cdf1ba0a6f4054753b31f8cea936d298	1060	SUPERFAMILY	SSF52058		500	897	3.16E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT28893	cdf1ba0a6f4054753b31f8cea936d298	1060	SUPERFAMILY	SSF52540		185	435	2.39E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT28893	cdf1ba0a6f4054753b31f8cea936d298	1060	Pfam	PF00931	NB-ARC domain	199	459	1.2E-41	T	31-05-2017	IPR002182	NB-ARC
Turartu_TRIUR3_19521-P1	b4b309f4096ee856b33039b1864b389d	1218	SUPERFAMILY	SSF52058		633	1032	9.18E-23	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_19521-P1	b4b309f4096ee856b33039b1864b389d	1218	Coils	Coil		272	292	-	T	31-05-2017
Turartu_TRIUR3_19521-P1	b4b309f4096ee856b33039b1864b389d	1218	Pfam	PF13456	Reverse transcriptase-like	1137	1215	2.1E-11	T	31-05-2017
Turartu_TRIUR3_19521-P1	b4b309f4096ee856b33039b1864b389d	1218	SUPERFAMILY	SSF53098		1135	1213	3.03E-7	T	31-05-2017	IPR012337	Ribonuclease H-like domain
Turartu_TRIUR3_19521-P1	b4b309f4096ee856b33039b1864b389d	1218	SUPERFAMILY	SSF52540		330	580	3.6E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_19521-P1	b4b309f4096ee856b33039b1864b389d	1218	Pfam	PF00931	NB-ARC domain	346	604	4.1E-41	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT31754	7d58bdd0d542e95e711c72dd6e519999	1352	Pfam	PF00931	NB-ARC domain	174	455	4.8E-48	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT31754	7d58bdd0d542e95e711c72dd6e519999	1352	ProSiteProfiles	PS50011	Protein kinase domain profile.	994	1352	10.591	T	31-05-2017	IPR000719	Protein kinase domain
Atauschii_EMT31754	7d58bdd0d542e95e711c72dd6e519999	1352	SUPERFAMILY	SSF56112		1023	1248	6.53E-28	T	31-05-2017	IPR011009	Protein kinase-like domain
Atauschii_EMT31754	7d58bdd0d542e95e711c72dd6e519999	1352	SUPERFAMILY	SSF52058		480	879	1.0E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT31754	7d58bdd0d542e95e711c72dd6e519999	1352	Pfam	PF07714	Protein tyrosine kinase	1072	1178	3.6E-11	T	31-05-2017	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
Atauschii_EMT31754	7d58bdd0d542e95e711c72dd6e519999	1352	SUPERFAMILY	SSF52540		155	429	2.4E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Osativa_LOC_Os12g18360.1	26a12c4ec0b67ef82c0f76d33a9ac3de	1033	SUPERFAMILY	SSF52833		867	1027	4.45E-20	T	31-05-2017	IPR012336	Thioredoxin-like fold
Osativa_LOC_Os12g18360.1	26a12c4ec0b67ef82c0f76d33a9ac3de	1033	Pfam	PF00931	NB-ARC domain	214	501	8.3E-51	T	31-05-2017	IPR002182	NB-ARC
Osativa_LOC_Os12g18360.1	26a12c4ec0b67ef82c0f76d33a9ac3de	1033	Pfam	PF00085	Thioredoxin	932	1024	4.7E-14	T	31-05-2017	IPR013766	Thioredoxin domain
Osativa_LOC_Os12g18360.1	26a12c4ec0b67ef82c0f76d33a9ac3de	1033	SUPERFAMILY	SSF52058		540	804	8.16E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Osativa_LOC_Os12g18360.1	26a12c4ec0b67ef82c0f76d33a9ac3de	1033	ProSiteProfiles	PS51352	Thioredoxin domain profile.	899	1027	10.662	T	31-05-2017	IPR013766	Thioredoxin domain
Osativa_LOC_Os12g18360.1	26a12c4ec0b67ef82c0f76d33a9ac3de	1033	SUPERFAMILY	SSF52540		207	475	3.79E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_72544.2	21db8af8f54d2b21c0cb97676bcbb6f6	1020	SUPERFAMILY	SSF52540		167	428	1.27E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_72544.2	21db8af8f54d2b21c0cb97676bcbb6f6	1020	SUPERFAMILY	SSF52047		527	887	3.77E-21	T	31-05-2017
Hvulgare_MLOC_72544.2	21db8af8f54d2b21c0cb97676bcbb6f6	1020	Pfam	PF00931	NB-ARC domain	174	455	4.9E-55	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_1DS_TGACv1_080301_AA0245560.1	1fbb3ac073e6927dc34780f8ea25de65	833	SUPERFAMILY	SSF52047		380	668	7.77E-19	T	31-05-2017
Taestivum_TRIAE_CS42_1DS_TGACv1_080301_AA0245560.1	1fbb3ac073e6927dc34780f8ea25de65	833	SUPERFAMILY	SSF52540		2	258	9.71E-53	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_1DS_TGACv1_080301_AA0245560.1	1fbb3ac073e6927dc34780f8ea25de65	833	Pfam	PF00931	NB-ARC domain	3	285	3.9E-53	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_569338_AA1813910.1	eab128f2d2665c8a97024d77ae2f1da0	1359	SUPERFAMILY	SSF52058		531	892	3.74E-10	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7AS_TGACv1_569338_AA1813910.1	eab128f2d2665c8a97024d77ae2f1da0	1359	Pfam	PF01344	Kelch motif	1195	1241	3.2E-6	T	31-05-2017	IPR006652	Kelch repeat type 1
